"","V1","V2","V3","V4","V5"
"98",5.88525502593663,-77,-98,4.67404940810864,1
"99",5.87009957857341,-42,-99,-1,1
"100",5.85273646078545,-74,-100,-1,1
"101",5.78074405984882,88,101,0.336523553340324,1
"102",5.75531655344994,-62,-102,5.56940138666515,1
"103",5.56280516291906,-24,-103,3.70571109756771,1
"104",5.47423310671906,50,104,5.25509693679124,1
"105",5.46131977215144,-42,-105,4.81116051983205,1
"106",5.42449568917851,-96,-106,1.32261792291499,1
"107",5.38255145883074,-96,-107,4.1335748337825,1
"108",5.37957261010072,30,108,-1,1
"109",5.37436644543021,-107,-109,-1,1
"110",5.32873970400409,-67,-110,4.26942997716569,1
"111",5.30911414752262,56,111,-1,1
"112",5.30894008775334,92,112,4.06870952660213,1
"113",5.22619418638396,-74,-113,-1,1
"114",5.18593256172544,-42,-114,2.07443392506007,1
"115",5.14760851982244,-109,-115,-1,1
"116",5.11204462196011,-106,-116,-1,1
"117",5.08998811107691,-70,-117,1.64731026444949,1
"118",5.05846733162107,-114,-118,-1,1
"119",5.04291203418302,30,119,0.70423516504002,1
"120",4.99799563622433,95,120,3.47791116200984,1
"121",4.96613669846758,72,121,4.13690216762373,1
"122",4.96368804419428,-105,-122,3.11268123726911,1
"123",4.87893040703291,59,123,-1,1
"124",4.84062963167911,58,124,0.254554959535229,1
"125",4.82226802814424,59,125,-1,1
"126",4.81604856046837,-94,-126,-1,1
"127",4.76600459782629,-106,-127,2.84984366176592,1
"128",4.74473274214083,119,128,0.140091870117566,1
"129",4.71200489354849,58,129,2.68601291569068,1
"130",4.65632693744976,128,130,-1,1
"131",4.65358932187959,-107,-131,3.52367217680128,1
"132",4.65149222153524,-97,-132,4.02960297206999,1
"133",4.5635851615087,73,133,1.21208002598955,1
"134",4.5124103652839,112,134,-1,1
"135",4.48505400765779,-113,-135,-1,1
"136",4.45210695255113,-114,-136,4.2022035670381,1
"137",4.40688345395853,-118,-137,3.31735790574456,1
"138",4.40563662885182,128,138,-1,1
"139",4.40125647518662,55,139,-1,1
"140",4.33075424451896,129,140,3.23597820104282,1
"141",4.3062365166269,75,141,0.29359190780891,1
"142",4.1726904711487,59,142,2.69672868067284,1
"143",4.14378780176456,-20,-143,-1,1
"144",4.08396167040782,56,144,-1,1
"145",4.06293489692903,133,145,2.97980008000474,1
"146",4.03332520741626,120,146,-1,1
"147",3.94100706554724,-116,-147,-1,1
"148",3.80605024466303,141,148,0.0700280985910968,1
"149",3.80236950285505,-62,-149,2.91182807316884,1
"150",3.77550261784547,145,150,1.56306282421739,1
"151",3.74703782401055,95,151,2.51142276280251,1
"152",3.72608221536744,111,152,1.66962410858564,1
"153",3.71738707927121,-115,-153,-1,1
"154",3.70461730106102,-57,-154,-1,1
"155",3.69619386792437,146,155,0.290333967378716,1
"156",3.64653079655201,129,156,0.6484402662841,1
"157",3.48732494583752,-82,-157,0.644882256779102,1
"158",3.44477800925637,138,158,-1,1
"159",3.4338540539854,73,159,0.629131767378674,1
"160",3.38810202508068,-81,-160,-1,1
"161",3.28340674901441,76,161,-1,1
"162",3.22851943157845,-157,-162,-1,1
"163",3.21100455417193,-57,-163,-1,1
"164",3.19746959523474,-82,-164,3.1136801439923,1
"165",3.05884469555843,141,165,-1,1
"166",3.04028128339323,146,166,0.149988142581863,1
"167",3.02382711143503,166,167,-1,1
"168",3.01094683616046,-70,-168,1.65316482724794,1
"169",3.00578851323756,59,169,-1,1
"170",2.96499196517602,88,170,-1,1
"171",2.96462013295639,-162,-171,0.481207789210035,1
"172",2.84622001828172,87,172,1.5305655710209,1
"173",2.84603046647325,76,173,0.508397262597702,1
"174",2.82735793098369,87,174,-1,1
"175",2.8267527045244,133,175,-1,1
"176",2.8058201800152,-74,-176,-1,1
"177",2.75847162193764,41,177,-1,1
"178",2.75311995163178,119,178,-1,1
"179",2.7074658437708,108,179,-1,1
"180",2.6452089132823,-143,-180,-1,1
"181",2.50443073295371,178,181,-1,1
"182",2.38228413280217,181,182,-1,1
"183",2.35256667774098,119,183,-1,1
"184",2.22224737100478,170,184,-1,1
"185",2.2216756502743,158,185,-1,1
"186",2.21416741712083,-66,-186,-1,1
"187",2.19329230303172,55,187,-1,1
"188",2.150866914729,-153,-188,-1,1
"189",2.14229500288875,172,189,1.60697451654006,1
"190",2.13513293735067,95,190,-1,1
"191",2.12205370035584,172,191,-1,1
"192",2.03453278779909,185,192,-1,1
"193",1.966188043328,161,193,-1,1
"194",1.96184855354525,183,194,-1,1
"195",1.96112280592679,-100,-195,-1,1
"196",1.91773516211542,187,196,-1,1
"197",1.90962428536859,-154,-197,-1,1
"198",1.80109843021681,161,198,-1,1
"199",1.78049199052812,190,199,-1,1
"200",1.69899310250049,-118,-200,-1,1
"201",1.6849632631581,101,201,-1,1
"202",1.64807484888498,125,202,-1,1
"203",1.41786356125208,-147,-203,-1,1
"204",1.35141477069905,182,204,-1,1
"205",1.22115443207103,111,205,0.225124499187043,1
"206",1.12847485453271,123,206,0.932127337670966,1
"207",1.11864377383377,174,207,-1,1
"208",0.940370463636643,178,208,-1,1
"209",0.764203070023513,76,209,0.146260775801029,1
"210",0.450500861776462,-154,-210,-1,1
"211",0.380445302171736,95,211,-1,1
"212",0.349896769698338,75,212,-1,1
"213",0.319038699214961,139,213,-1,1
"214",0.296096279410758,-74,-214,-1,1
"215",0.261460911724347,199,215,-1,1
"216",0.223210161359534,-57,-216,-1,1
